CCODE,SCODE,YEAR,XRREG,XRCOMP,XROPEN,XCONST,PARREG,PARCOMP,DEMOCRACY,AUTOCRACY,POLITY,ORIGIN
350,GRC,1943,-77,-77,-77,-77,-77,-77,-77,-77,-77,0
350,GRC,1944,3,3,4,7,2,3,8,0,8,0
350,GRC,1945,3,3,4,7,2,3,8,0,8,0
350,GRC,1946,3,3,4,7,2,3,8,0,8,0
350,GRC,1947,3,3,4,7,2,3,8,0,8,0
350,GRC,1948,3,3,4,7,2,3,8,0,8,0
350,GRC,1949,3,3,4,7,4,2,7,3,4,0
350,GRC,1950,3,3,4,7,4,2,7,3,4,0
350,GRC,1951,3,3,4,7,4,2,7,3,4,0
350,GRC,1952,3,3,4,7,4,2,7,3,4,0
350,GRC,1953,3,3,4,7,4,2,7,3,4,0
350,GRC,1954,3,3,4,7,4,2,7,3,4,0
350,GRC,1955,3,3,4,7,4,2,7,3,4,0
350,GRC,1956,3,3,4,7,4,2,7,3,4,0
350,GRC,1957,3,3,4,7,4,2,7,3,4,0
350,GRC,1958,3,3,4,7,4,2,7,3,4,0
350,GRC,1959,3,3,4,7,4,2,7,3,4,0
350,GRC,1960,3,3,4,7,4,2,7,3,4,0
350,GRC,1961,3,3,4,7,4,2,7,3,4,0
350,GRC,1962,3,3,4,7,4,2,7,3,4,0
350,GRC,1963,3,3,4,7,4,2,7,3,4,0
350,GRC,1964,3,3,4,7,4,2,7,3,4,0
350,GRC,1965,3,3,4,7,4,2,7,3,4,0
350,GRC,1966,3,3,4,7,4,2,7,3,4,0
350,GRC,1967,1,0,0,1,4,1,0,7,-7,0
350,GRC,1968,1,0,0,1,4,1,0,7,-7,0
350,GRC,1969,1,0,0,1,4,1,0,7,-7,0
350,GRC,1970,1,0,0,1,4,1,0,7,-7,0
350,GRC,1971,1,0,0,1,4,1,0,7,-7,0
350,GRC,1972,1,0,0,1,4,1,0,7,-7,0
350,GRC,1973,1,0,0,1,4,1,0,7,-7,0
350,GRC,1974,-88,-88,-88,-88,-88,-88,-88,-88,-88,0
350,GRC,1975,3,3,4,5,5,5,8,0,8,0
350,GRC,1976,3,3,4,5,5,5,8,0,8,0
350,GRC,1977,3,3,4,5,5,5,8,0,8,0
350,GRC,1978,3,3,4,5,5,5,8,0,8,0
350,GRC,1979,3,3,4,5,5,5,8,0,8,0
350,GRC,1980,3,3,4,5,5,5,8,0,8,0
350,GRC,1981,3,3,4,5,5,5,8,0,8,0
350,GRC,1982,3,3,4,5,5,5,8,0,8,0
350,GRC,1983,3,3,4,5,5,5,8,0,8,0
350,GRC,1984,3,3,4,5,5,5,8,0,8,0
350,GRC,1985,3,3,4,5,5,5,8,0,8,0
350,GRC,1986,3,3,4,7,5,5,10,0,10,0
350,GRC,1987,3,3,4,7,5,5,10,0,10,0
350,GRC,1988,3,3,4,7,5,5,10,0,10,0
350,GRC,1989,3,3,4,7,5,5,10,0,10,0
350,GRC,1990,3,3,4,7,5,5,10,0,10,0
350,GRC,1991,3,3,4,7,5,5,10,0,10,0
350,GRC,1992,3,3,4,7,5,5,10,0,10,0
350,GRC,1993,3,3,4,7,5,5,10,0,10,0
350,GRC,1994,3,3,4,7,5,5,10,0,10,0
350,GRC,1995,3,3,4,7,5,5,10,0,10,0
350,GRC,1996,3,3,4,7,5,5,10,0,10,0
350,GRC,1997,3,3,4,7,5,5,10,0,10,0
350,GRC,1998,3,3,4,7,5,5,10,0,10,0
350,GRC,1999,3,3,4,7,5,5,10,0,10,0
350,GRC,2000,3,3,4,7,5,5,10,0,10,0
350,GRC,2001,3,3,4,7,5,5,10,0,10,0
350,GRC,2002,3,3,4,7,5,5,10,0,10,0
350,GRC,2003,3,3,4,7,5,5,10,0,10,0
350,GRC,2004,3,3,4,7,5,5,10,0,10,0
350,GRC,2005,3,3,4,7,5,5,10,0,10,0
350,GRC,2006,3,3,4,7,5,5,10,0,10,0
350,GRC,2007,3,3,4,7,5,5,10,0,10,0
352,CYP,1960,3,3,4,7,2,3,8,0,8,0
352,CYP,1961,3,3,4,7,2,3,8,0,8,0
352,CYP,1962,3,3,4,7,2,3,8,0,8,0
352,CYP,1963,-77,-77,-77,-77,-77,-77,-77,-77,-77,0
352,CYP,1964,-77,-77,-77,-77,-77,-77,-77,-77,-77,0
352,CYP,1965,-77,-77,-77,-77,-77,-77,-77,-77,-77,0
352,CYP,1966,-77,-77,-77,-77,-77,-77,-77,-77,-77,0
352,CYP,1967,-77,-77,-77,-77,-77,-77,-77,-77,-77,0
352,CYP,1968,3,3,4,6,2,3,7,0,7,0
352,CYP,1969,3,3,4,6,2,3,7,0,7,0
352,CYP,1970,3,3,4,6,2,3,7,0,7,0
352,CYP,1971,3,3,4,6,2,3,7,0,7,0
352,CYP,1972,3,3,4,6,2,3,7,0,7,0
352,CYP,1973,3,3,4,6,2,3,7,0,7,0
352,CYP,1974,3,3,4,7,5,5,10,0,10,0
352,CYP,1975,3,3,4,7,5,5,10,0,10,0
352,CYP,1976,3,3,4,7,5,5,10,0,10,0
352,CYP,1977,3,3,4,7,5,5,10,0,10,0
352,CYP,1978,3,3,4,7,5,5,10,0,10,0
352,CYP,1979,3,3,4,7,5,5,10,0,10,0
352,CYP,1980,3,3,4,7,5,5,10,0,10,0
352,CYP,1981,3,3,4,7,5,5,10,0,10,0
352,CYP,1982,3,3,4,7,5,5,10,0,10,0
352,CYP,1983,3,3,4,7,5,5,10,0,10,0
352,CYP,1984,3,3,4,7,5,5,10,0,10,0
352,CYP,1985,3,3,4,7,5,5,10,0,10,0
352,CYP,1986,3,3,4,7,5,5,10,0,10,0
352,CYP,1987,3,3,4,7,5,5,10,0,10,0
352,CYP,1988,3,3,4,7,5,5,10,0,10,0
352,CYP,1989,3,3,4,7,5,5,10,0,10,0
352,CYP,1990,3,3,4,7,5,5,10,0,10,0
352,CYP,1991,3,3,4,7,5,5,10,0,10,0
352,CYP,1992,3,3,4,7,5,5,10,0,10,0
352,CYP,1993,3,3,4,7,5,5,10,0,10,0
352,CYP,1994,3,3,4,7,5,5,10,0,10,0
352,CYP,1995,3,3,4,7,5,5,10,0,10,0
352,CYP,1996,3,3,4,7,5,5,10,0,10,0
352,CYP,1997,3,3,4,7,5,5,10,0,10,0
352,CYP,1998,3,3,4,7,5,5,10,0,10,0
352,CYP,1999,3,3,4,7,5,5,10,0,10,0
352,CYP,2000,3,3,4,7,5,5,10,0,10,0
352,CYP,2001,3,3,4,7,5,5,10,0,10,0
352,CYP,2002,3,3,4,7,5,5,10,0,10,0
352,CYP,2003,3,3,4,7,5,5,10,0,10,0
352,CYP,2004,3,3,4,7,5,5,10,0,10,0
352,CYP,2005,3,3,4,7,5,5,10,0,10,0
352,CYP,2006,3,3,4,7,5,5,10,0,10,0
352,CYP,2007,3,3,4,7,5,5,10,0,10,0
355,BUL,1878,3,1,1,3,1,0,0,4,-4,3
355,BUL,1879,3,1,1,3,1,0,0,4,-4,0
355,BUL,1880,3,1,1,3,1,0,0,4,-4,0
355,BUL,1881,3,1,1,1,1,0,0,6,-6,0
355,BUL,1882,3,1,1,1,1,0,0,6,-6,0
355,BUL,1883,3,1,2,3,5,5,3,4,-1,0
355,BUL,1884,3,1,2,3,5,5,3,4,-1,0
355,BUL,1885,3,1,2,3,5,5,3,4,-1,0
355,BUL,1886,2,1,4,1,3,3,1,6,-5,0
355,BUL,1887,2,1,4,1,3,3,1,6,-5,0
355,BUL,1888,2,1,4,1,3,3,1,6,-5,0
355,BUL,1889,2,1,4,1,3,3,1,6,-5,0
355,BUL,1890,2,1,4,1,3,3,1,6,-5,0
355,BUL,1891,2,1,4,1,3,3,1,6,-5,0
355,BUL,1892,2,1,4,1,3,3,1,6,-5,0
355,BUL,1893,2,1,4,1,3,3,1,6,-5,0
355,BUL,1894,3,1,1,1,4,2,0,9,-9,0
355,BUL,1895,3,1,1,1,4,2,0,9,-9,0
355,BUL,1896,3,1,1,1,4,2,0,9,-9,0
355,BUL,1897,3,1,1,1,4,2,0,9,-9,0
355,BUL,1898,3,1,1,1,4,2,0,9,-9,0
355,BUL,1899,3,1,1,1,4,2,0,9,-9,0
355,BUL,1900,3,1,1,1,4,2,0,9,-9,0
355,BUL,1901,3,1,1,1,4,2,0,9,-9,0
355,BUL,1902,3,1,1,1,4,2,0,9,-9,0
355,BUL,1903,3,1,1,1,4,2,0,9,-9,0
355,BUL,1904,3,1,1,1,4,2,0,9,-9,0
355,BUL,1905,3,1,1,1,4,2,0,9,-9,0
355,BUL,1906,3,1,1,1,4,2,0,9,-9,0
355,BUL,1907,3,1,1,1,4,2,0,9,-9,0
355,BUL,1908,3,1,1,1,4,2,0,9,-9,0
355,BUL,1909,3,1,1,1,4,2,0,9,-9,0
355,BUL,1910,3,1,1,1,4,2,0,9,-9,0
355,BUL,1911,3,1,1,1,4,2,0,9,-9,0
355,BUL,1912,3,1,1,1,4,2,0,9,-9,0
355,BUL,1913,-66,-66,-66,-66,-66,-66,-66,-66,-66,0
355,BUL,1914,3,1,1,1,4,2,0,9,-9,0
355,BUL,1915,3,1,1,1,4,2,0,9,-9,0
355,BUL,1916,3,1,1,1,4,2,0,9,-9,0
355,BUL,1917,3,1,1,1,4,2,0,9,-9,0
355,BUL,1918,3,3,4,3,3,3,4,2,2,0
355,BUL,1919,2,1,4,3,3,3,1,4,-3,0
355,BUL,1920,2,1,4,3,3,3,1,4,-3,0
355,BUL,1921,2,1,4,3,3,3,1,4,-3,0
355,BUL,1922,2,1,4,3,3,3,1,4,-3,0
355,BUL,1923,2,1,4,3,3,3,1,4,-3,0
355,BUL,1924,2,1,4,3,3,3,1,4,-3,0
355,BUL,1925,2,1,4,3,3,3,1,4,-3,0
355,BUL,1926,2,1,4,3,3,3,1,4,-3,0
355,BUL,1927,2,1,4,3,3,3,1,4,-3,0
355,BUL,1928,2,1,4,3,3,3,1,4,-3,0
355,BUL,1929,2,1,4,3,3,3,1,4,-3,0
355,BUL,1930,2,1,4,3,3,3,1,4,-3,0
355,BUL,1931,2,1,4,3,3,3,1,4,-3,0
355,BUL,1932,2,1,4,3,3,3,1,4,-3,0
355,BUL,1933,2,1,4,3,3,3,1,4,-3,0
355,BUL,1934,-88,-88,-88,-88,-88,-88,-88,-88,-88,0
355,BUL,1935,3,1,2,1,4,1,0,10,-10,0
355,BUL,1936,3,1,2,1,4,1,0,10,-10,0
355,BUL,1937,3,1,2,1,4,1,0,10,-10,0
355,BUL,1938,3,1,2,1,4,1,0,10,-10,0
355,BUL,1939,3,1,2,1,4,1,0,10,-10,0
355,BUL,1940,3,1,2,1,4,1,0,10,-10,0
355,BUL,1941,3,1,2,1,4,1,0,10,-10,0
355,BUL,1942,3,1,2,1,4,1,0,10,-10,0
355,BUL,1943,-77,-77,-77,-77,-77,-77,-77,-77,-77,0
355,BUL,1944,-88,-88,-88,-88,-88,-88,-88,-88,-88,0
355,BUL,1945,-88,-88,-88,-88,-88,-88,-88,-88,-88,0
355,BUL,1946,2,1,4,3,4,2,0,6,-6,0
355,BUL,1947,2,1,4,3,4,1,0,7,-7,0
355,BUL,1948,2,1,4,3,4,1,0,7,-7,0
355,BUL,1949,2,1,4,3,4,1,0,7,-7,0
355,BUL,1950,2,1,4,3,4,1,0,7,-7,0
355,BUL,1951,2,1,4,3,4,1,0,7,-7,0
355,BUL,1952,2,1,4,3,4,1,0,7,-7,0
355,BUL,1953,2,1,4,3,4,1,0,7,-7,0
355,BUL,1954,2,1,4,3,4,1,0,7,-7,0
355,BUL,1955,2,1,4,3,4,1,0,7,-7,0
355,BUL,1956,2,1,4,3,4,1,0,7,-7,0
355,BUL,1957,2,1,4,3,4,1,0,7,-7,0
355,BUL,1958,2,1,4,3,4,1,0,7,-7,0
355,BUL,1959,2,1,4,3,4,1,0,7,-7,0
355,BGR,1960,2,1,4,3,4,1,0,7,-7,0
355,BGR,1961,2,1,4,3,4,1,0,7,-7,0
355,BGR,1962,2,1,4,3,4,1,0,7,-7,0
355,BGR,1963,2,1,4,3,4,1,0,7,-7,0
355,BGR,1964,2,1,4,3,4,1,0,7,-7,0
355,BGR,1965,2,1,4,3,4,1,0,7,-7,0
355,BGR,1966,2,1,4,3,4,1,0,7,-7,0
355,BGR,1967,2,1,4,3,4,1,0,7,-7,0
355,BGR,1968,2,1,4,3,4,1,0,7,-7,0
355,BGR,1969,2,1,4,3,4,1,0,7,-7,0
355,BGR,1970,2,1,4,3,4,1,0,7,-7,0
355,BGR,1971,2,1,4,3,4,1,0,7,-7,0
355,BGR,1972,2,1,4,3,4,1,0,7,-7,0
355,BGR,1973,2,1,4,3,4,1,0,7,-7,0
355,BGR,1974,2,1,4,3,4,1,0,7,-7,0
355,BGR,1975,2,1,4,3,4,1,0,7,-7,0
355,BGR,1976,2,1,4,3,4,1,0,7,-7,0
355,BGR,1977,2,1,4,3,4,1,0,7,-7,0
355,BGR,1978,2,1,4,3,4,1,0,7,-7,0
355,BGR,1979,2,1,4,3,4,1,0,7,-7,0
355,BGR,1980,2,1,4,3,4,1,0,7,-7,0
355,BGR,1981,2,1,4,3,4,1,0,7,-7,0
355,BGR,1982,2,1,4,3,4,1,0,7,-7,0
355,BGR,1983,2,1,4,3,4,1,0,7,-7,0
355,BGR,1984,2,1,4,3,4,1,0,7,-7,0
355,BGR,1985,2,1,4,3,4,1,0,7,-7,0
355,BGR,1986,2,1,4,3,4,1,0,7,-7,0
355,BGR,1987,2,1,4,3,4,1,0,7,-7,0
355,BGR,1988,2,1,4,3,4,1,0,7,-7,0
355,BGR,1989,2,1,4,3,4,1,0,7,-7,0
355,BGR,1990,3,3,4,7,2,3,8,0,8,0
355,BGR,1991,3,3,4,7,2,3,8,0,8,0
355,BGR,1992,3,3,4,7,2,3,8,0,8,0
355,BGR,1993,3,3,4,7,2,3,8,0,8,0
355,BGR,1994,3,3,4,7,2,3,8,0,8,0
355,BGR,1995,3,3,4,7,2,3,8,0,8,0
355,BGR,1996,3,3,4,7,2,3,8,0,8,0
355,BGR,1997,3,3,4,7,2,3,8,0,8,0
355,BGR,1998,3,3,4,7,2,3,8,0,8,0
355,BGR,1999,3,3,4,7,2,3,8,0,8,0
355,BGR,2000,3,3,4,7,2,3,8,0,8,0
355,BGR,2001,3,3,4,7,2,4,9,0,9,0
355,BGR,2002,3,3,4,7,2,4,9,0,9,0
355,BGR,2003,3,3,4,7,2,4,9,0,9,0
355,BGR,2004,3,3,4,7,2,4,9,0,9,0
355,BGR,2005,3,3,4,7,2,4,9,0,9,0
355,BGR,2006,3,3,4,7,2,4,9,0,9,0
355,BGR,2007,3,3,4,7,2,4,9,0,9,0
359,MDA,1991,2,2,4,5,2,3,5,0,5,0
359,MDA,1992,2,2,4,5,2,3,5,0,5,0
359,MDA,1993,2,2,4,7,2,3,7,0,7,0
359,MDA,1994,2,2,4,7,2,3,7,0,7,0
359,MDA,1995,2,2,4,7,2,3,7,0,7,0
359,MDA,1996,2,2,4,7,2,3,7,0,7,0
359,MDA,1997,2,2,4,7,2,3,7,0,7,0
359,MDA,1998,2,2,4,7,2,3,7,0,7,0
359,MDA,1999,2,2,4,7,2,3,7,0,7,0
359,MDA,2000,2,2,4,7,2,3,7,0,7,0
359,MDA,2001,3,3,4,7,2,3,8,0,8,0
359,MDA,2002,3,3,4,7,2,3,8,0,8,0
359,MDA,2003,3,3,4,7,2,3,8,0,8,0
359,MDA,2004,3,3,4,7,2,3,8,0,8,0
359,MDA,2005,3,3,4,7,2,3,8,0,8,0
359,MDA,2006,3,3,4,7,2,3,8,0,8,0
359,MDA,2007,3,3,4,7,2,3,8,0,8,0
360,RUM,1878,3,1,2,3,4,2,0,7,-7,0
360,RUM,1879,3,1,2,3,4,2,0,7,-7,0
360,RUM,1880,3,1,2,3,4,2,0,7,-7,0
360,RUM,1881,3,1,2,3,4,2,0,7,-7,0
360,RUM,1882,3,1,2,3,4,2,0,7,-7,0
360,RUM,1883,3,1,2,3,4,2,0,7,-7,0
360,RUM,1884,3,1,2,3,4,2,0,7,-7,0
360,RUM,1885,3,1,2,3,4,2,0,7,-7,0
360,RUM,1886,3,1,2,3,4,2,0,7,-7,0
360,RUM,1887,3,1,2,3,4,2,0,7,-7,0
360,RUM,1888,3,1,2,3,4,2,0,7,-7,0
360,RUM,1889,3,1,2,3,4,2,0,7,-7,0
360,RUM,1890,3,1,2,3,4,2,0,7,-7,0
360,RUM,1891,3,1,2,3,4,2,0,7,-7,0
360,RUM,1892,3,1,2,3,4,2,0,7,-7,0
360,RUM,1893,3,1,2,3,4,2,0,7,-7,0
360,RUM,1894,3,1,2,3,4,2,0,7,-7,0
360,RUM,1895,3,1,2,3,4,2,0,7,-7,0
360,RUM,1896,3,1,2,3,4,2,0,7,-7,0
360,RUM,1897,3,1,2,3,4,2,0,7,-7,0
360,RUM,1898,3,1,2,3,4,2,0,7,-7,0
360,RUM,1899,3,1,2,3,4,2,0,7,-7,0
360,RUM,1900,3,1,2,3,3,2,0,6,-6,0
360,RUM,1901,3,1,2,3,3,2,0,6,-6,0
360,RUM,1902,3,1,2,3,3,2,0,6,-6,0
360,RUM,1903,3,1,2,3,3,2,0,6,-6,0
360,RUM,1904,3,1,2,3,3,2,0,6,-6,0
360,RUM,1905,3,1,2,3,3,2,0,6,-6,0
360,RUM,1906,3,1,2,3,3,2,0,6,-6,0
360,RUM,1907,3,1,2,3,3,2,0,6,-6,0
360,RUM,1908,3,1,2,3,3,2,0,6,-6,0
360,RUM,1909,3,1,2,3,3,2,0,6,-6,0
360,RUM,1910,3,1,2,3,3,3,1,5,-4,0
360,RUM,1911,3,1,2,3,3,3,1,5,-4,0
360,RUM,1912,3,1,2,3,3,3,1,5,-4,0
360,RUM,1913,3,1,2,3,3,3,1,5,-4,0
360,RUM,1914,3,1,2,3,3,3,1,5,-4,0
360,RUM,1915,3,1,2,3,3,3,1,5,-4,0
360,RUM,1916,-66,-66,-66,-66,-66,-66,-66,-66,-66,0
360,RUM,1917,3,1,2,3,3,3,1,5,-4,0
360,RUM,1918,3,1,2,3,3,3,1,5,-4,0
360,RUM,1919,3,1,2,3,3,3,1,5,-4,0
360,RUM,1920,3,1,2,3,3,3,1,5,-4,0
360,RUM,1921,3,1,2,3,3,3,1,5,-4,0
360,RUM,1922,3,1,2,3,3,3,1,5,-4,0
360,RUM,1923,3,1,2,3,3,3,1,5,-4,0
360,RUM,1924,3,1,2,3,3,3,1,5,-4,0
360,RUM,1925,3,1,2,3,3,3,1,5,-4,0
360,RUM,1926,3,1,2,3,3,3,1,5,-4,0
360,RUM,1927,3,1,2,3,3,3,1,5,-4,0
360,RUM,1928,3,1,2,3,3,3,1,5,-4,0
360,RUM,1929,3,1,2,3,3,3,1,5,-4,0
360,RUM,1930,3,1,2,3,3,3,1,5,-4,0
360,RUM,1931,3,1,2,3,3,3,1,5,-4,0
360,RUM,1932,3,1,2,3,3,3,1,5,-4,0
360,RUM,1933,3,1,2,3,3,3,1,5,-4,0
360,RUM,1934,3,1,2,3,3,3,1,5,-4,0
360,RUM,1935,3,1,2,3,3,3,1,5,-4,0
360,RUM,1936,3,1,2,3,3,3,1,5,-4,0
360,RUM,1937,3,1,2,3,3,3,1,5,-4,0
360,RUM,1938,3,1,1,1,3,3,1,7,-6,0
360,RUM,1939,3,1,1,1,3,3,1,7,-6,0
360,RUM,1940,-88,-88,-88,-88,-88,-88,-88,-88,-88,0
360,RUM,1941,1,0,0,1,4,1,0,7,-7,0
360,RUM,1942,1,0,0,1,4,1,0,7,-7,0
360,RUM,1943,1,0,0,1,4,1,0,7,-7,0
360,RUM,1944,-88,-88,-88,-88,-88,-88,-88,-88,-88,0
360,RUM,1945,-88,-88,-88,-88,-88,-88,-88,-88,-88,0
360,RUM,1946,-88,-88,-88,-88,-88,-88,-88,-88,-88,0
360,RUM,1947,-88,-88,-88,-88,-88,-88,-88,-88,-88,0
360,RUM,1948,2,1,4,3,4,1,0,7,-7,0
360,RUM,1949,2,1,4,3,4,1,0,7,-7,0
360,RUM,1950,2,1,4,3,4,1,0,7,-7,0
360,RUM,1951,2,1,4,3,4,1,0,7,-7,0
360,RUM,1952,2,1,4,3,4,1,0,7,-7,0
360,RUM,1953,2,1,4,3,4,1,0,7,-7,0
360,RUM,1954,2,1,4,3,4,1,0,7,-7,0
360,RUM,1955,2,1,4,3,4,1,0,7,-7,0
360,RUM,1956,2,1,4,3,4,1,0,7,-7,0
360,RUM,1957,2,1,4,3,4,1,0,7,-7,0
360,RUM,1958,2,1,4,3,4,1,0,7,-7,0
360,RUM,1959,2,1,4,3,4,1,0,7,-7,0
360,ROU,1960,2,1,4,3,4,1,0,7,-7,0
360,ROU,1961,2,1,4,3,4,1,0,7,-7,0
360,ROU,1962,2,1,4,3,4,1,0,7,-7,0
360,ROU,1963,2,1,4,3,4,1,0,7,-7,0
360,ROU,1964,2,1,4,3,4,1,0,7,-7,0
360,ROU,1965,2,1,4,3,4,1,0,7,-7,0
360,ROU,1966,2,1,4,3,4,1,0,7,-7,0
360,ROU,1967,2,1,4,3,4,1,0,7,-7,0
360,ROU,1968,2,1,4,3,4,1,0,7,-7,0
360,ROU,1969,2,1,4,3,4,1,0,7,-7,0
360,ROU,1970,2,1,4,3,4,1,0,7,-7,0
360,ROU,1971,2,1,4,3,4,1,0,7,-7,0
360,ROU,1972,2,1,4,3,4,1,0,7,-7,0
360,ROU,1973,2,1,4,3,4,1,0,7,-7,0
360,ROU,1974,2,1,4,3,4,1,0,7,-7,0
360,ROU,1975,2,1,4,3,4,1,0,7,-7,0
360,ROU,1976,2,1,4,3,4,1,0,7,-7,0
360,ROU,1977,2,1,4,2,4,1,0,8,-8,0
360,ROU,1978,2,1,4,2,4,1,0,8,-8,0
360,ROU,1979,2,1,4,2,4,1,0,8,-8,0
360,ROU,1980,2,1,4,2,4,1,0,8,-8,0
360,ROU,1981,2,1,4,2,4,1,0,8,-8,0
360,ROU,1982,2,1,4,2,4,1,0,8,-8,0
360,ROU,1983,2,1,4,2,4,1,0,8,-8,0
360,ROU,1984,2,1,4,2,4,1,0,8,-8,0
360,ROU,1985,2,1,4,2,4,1,0,8,-8,0
360,ROU,1986,2,1,4,2,4,1,0,8,-8,0
360,ROU,1987,2,1,4,2,4,1,0,8,-8,0
360,ROU,1988,2,1,4,2,4,1,0,8,-8,0
360,ROU,1989,-88,-88,-88,-88,-88,-88,-88,-88,-88,0
360,ROU,1990,2,2,4,5,2,3,5,0,5,0
360,ROU,1991,2,2,4,5,2,3,5,0,5,0
360,ROU,1992,2,2,4,5,2,3,5,0,5,0
360,ROU,1993,2,2,4,5,2,3,5,0,5,0
360,ROU,1994,2,2,4,5,2,3,5,0,5,0
360,ROU,1995,2,2,4,5,2,3,5,0,5,0
360,ROU,1996,3,3,4,6,2,4,8,0,8,0
360,ROU,1997,3,3,4,6,2,4,8,0,8,0
360,ROU,1998,3,3,4,6,2,4,8,0,8,0
360,ROU,1999,3,3,4,6,2,4,8,0,8,0
360,ROU,2000,3,3,4,6,2,4,8,0,8,0
360,ROU,2001,3,3,4,6,2,4,8,0,8,0
360,ROU,2002,3,3,4,6,2,4,8,0,8,0
360,ROU,2003,3,3,4,6,2,4,8,0,8,0
360,ROU,2004,3,3,4,7,2,4,9,0,9,0
360,ROU,2005,3,3,4,7,2,4,9,0,9,0
360,ROU,2006,3,3,4,7,2,4,9,0,9,0
360,ROU,2007,3,3,4,7,2,4,9,0,9,0
365,RUS,1816,3,1,1,1,4,1,0,10,-10,0
365,RUS,1817,3,1,1,1,4,1,0,10,-10,0
365,RUS,1818,3,1,1,1,4,1,0,10,-10,0
365,RUS,1819,3,1,1,1,4,1,0,10,-10,0
365,RUS,1820,3,1,1,1,4,1,0,10,-10,0
365,RUS,1821,3,1,1,1,4,1,0,10,-10,0
365,RUS,1822,3,1,1,1,4,1,0,10,-10,0
365,RUS,1823,3,1,1,1,4,1,0,10,-10,0
365,RUS,1824,3,1,1,1,4,1,0,10,-10,0
365,RUS,1825,3,1,1,1,4,1,0,10,-10,0
365,RUS,1826,3,1,1,1,4,1,0,10,-10,0
365,RUS,1827,3,1,1,1,4,1,0,10,-10,0
365,RUS,1828,3,1,1,1,4,1,0,10,-10,0
365,RUS,1829,3,1,1,1,4,1,0,10,-10,0
365,RUS,1830,3,1,1,1,4,1,0,10,-10,0
365,RUS,1831,3,1,1,1,4,1,0,10,-10,0
365,RUS,1832,3,1,1,1,4,1,0,10,-10,0
365,RUS,1833,3,1,1,1,4,1,0,10,-10,0
365,RUS,1834,3,1,1,1,4,1,0,10,-10,0
365,RUS,1835,3,1,1,1,4,1,0,10,-10,0
365,RUS,1836,3,1,1,1,4,1,0,10,-10,0
365,RUS,1837,3,1,1,1,4,1,0,10,-10,0
365,RUS,1838,3,1,1,1,4,1,0,10,-10,0
365,RUS,1839,3,1,1,1,4,1,0,10,-10,0
365,RUS,1840,3,1,1,1,4,1,0,10,-10,0
365,RUS,1841,3,1,1,1,4,1,0,10,-10,0
365,RUS,1842,3,1,1,1,4,1,0,10,-10,0
365,RUS,1843,3,1,1,1,4,1,0,10,-10,0
365,RUS,1844,3,1,1,1,4,1,0,10,-10,0
365,RUS,1845,3,1,1,1,4,1,0,10,-10,0
365,RUS,1846,3,1,1,1,4,1,0,10,-10,0
365,RUS,1847,3,1,1,1,4,1,0,10,-10,0
365,RUS,1848,3,1,1,1,4,1,0,10,-10,0
365,RUS,1849,3,1,1,1,4,1,0,10,-10,0
365,RUS,1850,3,1,1,1,4,1,0,10,-10,0
365,RUS,1851,3,1,1,1,4,1,0,10,-10,0
365,RUS,1852,3,1,1,1,4,1,0,10,-10,0
365,RUS,1853,3,1,1,1,4,1,0,10,-10,0
365,RUS,1854,3,1,1,1,4,1,0,10,-10,0
365,RUS,1855,3,1,1,1,4,1,0,10,-10,0
365,RUS,1856,3,1,1,1,4,1,0,10,-10,0
365,RUS,1857,3,1,1,1,4,1,0,10,-10,0
365,RUS,1858,3,1,1,1,4,1,0,10,-10,0
365,RUS,1859,3,1,1,1,4,1,0,10,-10,0
365,RUS,1860,3,1,1,1,4,1,0,10,-10,0
365,RUS,1861,3,1,1,1,4,1,0,10,-10,0
365,RUS,1862,3,1,1,1,4,1,0,10,-10,0
365,RUS,1863,3,1,1,1,4,1,0,10,-10,0
365,RUS,1864,3,1,1,1,4,1,0,10,-10,0
365,RUS,1865,3,1,1,1,4,1,0,10,-10,0
365,RUS,1866,3,1,1,1,4,1,0,10,-10,0
365,RUS,1867,3,1,1,1,4,1,0,10,-10,0
365,RUS,1868,3,1,1,1,4,1,0,10,-10,0
365,RUS,1869,3,1,1,1,4,1,0,10,-10,0
365,RUS,1870,3,1,1,1,4,1,0,10,-10,0
365,RUS,1871,3,1,1,1,4,1,0,10,-10,0
365,RUS,1872,3,1,1,1,4,1,0,10,-10,0
365,RUS,1873,3,1,1,1,4,1,0,10,-10,0
365,RUS,1874,3,1,1,1,4,1,0,10,-10,0
365,RUS,1875,3,1,1,1,4,1,0,10,-10,0
365,RUS,1876,3,1,1,1,4,1,0,10,-10,0
365,RUS,1877,3,1,1,1,4,1,0,10,-10,0
365,RUS,1878,3,1,1,1,4,1,0,10,-10,0
365,RUS,1879,3,1,1,1,4,1,0,10,-10,0
365,RUS,1880,3,1,1,1,4,1,0,10,-10,0
365,RUS,1881,3,1,1,1,4,1,0,10,-10,0
365,RUS,1882,3,1,1,1,4,1,0,10,-10,0
365,RUS,1883,3,1,1,1,4,1,0,10,-10,0
365,RUS,1884,3,1,1,1,4,1,0,10,-10,0
365,RUS,1885,3,1,1,1,4,1,0,10,-10,0
365,RUS,1886,3,1,1,1,4,1,0,10,-10,0
365,RUS,1887,3,1,1,1,4,1,0,10,-10,0
365,RUS,1888,3,1,1,1,4,1,0,10,-10,0
365,RUS,1889,3,1,1,1,4,1,0,10,-10,0
